"Date","Type","Transaction ID","Received Quantity","Received Currency","Received Currency Balance","Received Cost Basis (USD)","Received Wallet","Received Address","Received Tag","Received Comment","Sent Quantity","Sent Currency","Sent Currency Balance","Sent Cost Basis (USD)","Sent Wallet","Sent Address","Sent Tag","Sent Comment","Fee Amount","Fee Currency","Realized Return (USD)","Disabled"
01/24/2021 23:25:34,Transfer,0xe326fe1e4bf2e6899993e3ddf5d695d129f690a0c970a2bb70f8b445cbe5a326,0.59017343,ETH,0.66299821,,Gate.io - ETH,0xfDF241c05852859759a64c164Fa0e84D1173E835,,,0.59017343,ETH,1.85457108,,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,0.00210210,ETH,,
01/24/2021 23:35:41,Trade,,2.36650000,EGLD,33.22950000,98.78,Gate.io - EGLD,,,,0.07099500,ETH,0.59200321,98.02,Gate.io - ETH,,,,0.00414138,EGLD,0.76,
01/24/2021 23:35:41,Trade,,17.13350000,EGLD,50.36300000,715.16,Gate.io - EGLD,,,,0.51400500,ETH,0.07799821,709.67,Gate.io - ETH,,,,0.02998362,EGLD,5.49,
01/25/2021 00:14:53,Trade,0x22592b1604be744bcdbcc05e17bc884d406ba2f4c238758a41ddb82fa5ddf852,1.00000000,ETH,2.85457108,1325.71,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,,,,,,,,,,,,
01/25/2021 00:14:53,Trade,0x22592b1604be744bcdbcc05e17bc884d406ba2f4c238758a41ddb82fa5ddf852,,,,,,,,,1413.87069800,USDC,1964.41683500,1412.65,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,,,4.30,
01/25/2021 00:14:53,Trade,0x22592b1604be744bcdbcc05e17bc884d406ba2f4c238758a41ddb82fa5ddf852,,,,,,,,,0.00000000,ETH,2.85457108,0.00,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,0.01786589,ETH,0.00,
01/25/2021 06:17:06,Buy,,0.00026823,BTC,0.00236456,10.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - mwk *****0519,10.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - mwk *****0519,0.99,USD,,
01/25/2021 08:22:57,Trade,0x17426a081794a7bb9666270f16aeabe364feca2d72174628bd92bb9b3fdb5b5d,3500.00000000,RAMP,3500.00000000,1126.94,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,,,,,,,,,,,,
01/25/2021 08:22:57,Trade,0x17426a081794a7bb9666270f16aeabe364feca2d72174628bd92bb9b3fdb5b5d,0.02498854,ETH,2.87955962,33.13,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,,,,,,,,,,,,
01/25/2021 08:22:57,Trade,0x17426a081794a7bb9666270f16aeabe364feca2d72174628bd92bb9b3fdb5b5d,,,,,,,,,0.85793983,ETH,2.02161978,1160.19,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,0.01130855,ETH,-22.81,
01/25/2021 08:25:41,Trade,0x2aee47a1660074989b8153ec84374be90cdc7ab02c6204c0c9a03fdde8b02f68,15.00000000,BOND,15.00000000,601.46,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,,,,,,,,,,,,
01/25/2021 08:25:41,Trade,0x2aee47a1660074989b8153ec84374be90cdc7ab02c6204c0c9a03fdde8b02f68,,,,,,,,,508.14936300,USDC,1456.26747200,507.37,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,,,1.89,
01/25/2021 08:25:41,Trade,0x2aee47a1660074989b8153ec84374be90cdc7ab02c6204c0c9a03fdde8b02f68,,,,,,,,,0.00000000,ETH,2.02161978,0.00,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,0.01102167,ETH,0.00,
01/25/2021 08:27:15,Trade,0x77aa32f9aa2e21d6b1285ce7b5f64d8209d0eb26263c77b1e33bc740f221139d,30.00000000,BADGER,30.00000000,546.86,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,,,,,,,,,,,,
01/25/2021 08:27:15,Trade,0x77aa32f9aa2e21d6b1285ce7b5f64d8209d0eb26263c77b1e33bc740f221139d,,,,,,,,,521.83230200,USDC,934.43517000,521.03,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,,,1.94,
01/25/2021 08:27:15,Trade,0x77aa32f9aa2e21d6b1285ce7b5f64d8209d0eb26263c77b1e33bc740f221139d,,,,,,,,,0.00000000,ETH,2.02161978,0.00,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,0.02464704,ETH,0.00,
01/25/2021 08:38:35,Trade,0xdd77a0f6c393441a6ce190b77135fa95b7b599c1185bd47ed0d340651d965a80,1000.00000000,UFT,1000.00000000,510.01,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,,,,,,,,,,,,
01/25/2021 08:38:35,Trade,0xdd77a0f6c393441a6ce190b77135fa95b7b599c1185bd47ed0d340651d965a80,,,,,,,,,515.57437400,USDC,418.86079600,514.78,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,,,1.92,
01/25/2021 08:38:35,Trade,0xdd77a0f6c393441a6ce190b77135fa95b7b599c1185bd47ed0d340651d965a80,,,,,,,,,0.00000000,ETH,1.66676070,0.00,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,0.01890107,ETH,0.00,
01/25/2021 08:41:04,Transfer,0xe950ce8063de50c7faea3e73f7305277d6f841d38e1a9c36481c5224bfc8c394,418.86079600,USDC,418.86541300,,Coinbase - USDC Wallet,,,Received USD Coin From USD Coin address,418.86079600,USDC,,,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,0.00222881,ETH,,
01/25/2021 08:44:25,Send,,,,,,,,,,514.70,USD,,,Coinbase - Cash (USD),,,Withdrew funds To Chase - mwk *****0519,,,,
01/25/2021 08:45:34,Transfer,0x2662180ab4e9649c63357b4fcd580124c90b3338dff903795a9f47e2d2190e2e,0.35485908,ETH,0.43285729,,Gate.io - ETH,0xfDF241c05852859759a64c164Fa0e84D1173E835,,,0.35485909,ETH,1.66676070,,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,0.00145530,ETH,,
01/26/2021 05:31:16,Buy,,0.00028093,BTC,0.00264549,10.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - mwk *****0519,10.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - mwk *****0519,0.99,USD,,
01/26/2021 07:14:04,Trade,,34988.79000000,CKB,34988.79000000,473.62,Gate.io - CKB,,,,0.34988790,ETH,0.08296939,463.85,Gate.io - ETH,,,,57.73150350,CKB,9.76,
01/27/2021 05:41:03,Buy,,0.00028408,BTC,0.00292957,10.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - mwk *****0519,10.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - mwk *****0519,0.99,USD,,
01/27/2021 09:33:52,Receive,,0.03648000,XTZ,102.20495600,0.10,Coinbase - XTZ Wallet,,,Tezos reward From Coinbase,,,,,,,,,,,,
01/27/2021 23:13:54,Sell,,1222.41,USD,,,Coinbase - Cash (USD),,,Sold Ethereum Using Cash (USD),1.00000000,ETH,20.25584636,1296.15,Coinbase - ETH Wallet,,,Sold Ethereum Using Cash (USD),18.49,USD,-73.74,
01/27/2021 23:14:23,Sell,,418.86,USD,,,Coinbase - Cash (USD),,,Sold USD Coin Using Cash (USD),418.86000000,USDC,0.00541300,418.21,Coinbase - USDC Wallet,,,Sold USD Coin Using Cash (USD),,,0.65,
01/28/2021 05:54:03,Buy,,0.00028368,BTC,0.00321325,10.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - mwk *****0519,10.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - mwk *****0519,0.99,USD,,
01/28/2021 14:36:13,Buy,,1.00000000,ETH,21.25584636,1361.84,Coinbase - ETH Wallet,,,Bought Ethereum Using Cash (USD),1361.84,USD,,,Coinbase - Cash (USD),,,Bought Ethereum Using Cash (USD),19.99,USD,,
01/28/2021 14:36:38,Transfer,9e9c228337d95c5a080415ff5a02e0f44ae6e2903057ce9aa5bface41c48a275,1.00000000,ETH,2.66676070,,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,1.00336000,ETH,20.25248636,,Coinbase - ETH Wallet,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,Sent Ethereum To Ethereum address,0.00336000,ETH,,
01/28/2021 14:38:40,Send,,,,,,,,,,279.43,USD,,,Coinbase - Cash (USD),,,Withdrew funds To Chase - mwk *****0519,,,,
01/28/2021 14:39:57,Trade,0x198346bb12495945d180d223320bcd2c6dbd17ef25f3ddcecf2f20b8467dc929,25000.00000000,UTU,25000.00000000,1381.27,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,,,,,,,,,,,,
01/28/2021 14:39:57,Trade,0x198346bb12495945d180d223320bcd2c6dbd17ef25f3ddcecf2f20b8467dc929,0.03155057,ETH,2.69831127,42.24,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,,,,,,,,,,,,
01/28/2021 14:39:57,Trade,0x198346bb12495945d180d223320bcd2c6dbd17ef25f3ddcecf2f20b8467dc929,,,,,,,,,1.08323626,ETH,1.61507501,1470.61,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,0.02365587,ETH,-20.38,
01/28/2021 14:40:00,Transfer,cd5cde294171d1fe6db8aee9647d804e534215c8c68e9158b19f7d7a3daa8667,0.25248636,ETH,1.86756137,,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,0.25605636,ETH,19.99643000,,Coinbase - ETH Wallet,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,Sent Ethereum To Ethereum address,0.00357000,ETH,,
01/29/2021 05:48:50,Buy,,0.00027179,BTC,0.00348504,10.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - mwk *****0519,10.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - mwk *****0519,0.99,USD,,
01/29/2021 06:36:41,Sell,,268.75,USD,,,Binance US - USD,,,,5698.50000000,DOGE,5698.50000000,24.63,Binance US - DOGE,,,,,,244.12,
01/29/2021 12:26:02,Buy,,10974.00000000,DOGE,16672.50000000,700.00,Binance US - DOGE,,,,700.00,USD,,,Binance US - USD,,,,,,,
01/30/2021 05:34:44,Buy,,0.00026773,BTC,0.00375277,10.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - mwk *****0519,10.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - mwk *****0519,0.99,USD,,
01/30/2021 10:34:02,Receive,,0.03546700,XTZ,102.24042300,0.10,Coinbase - XTZ Wallet,,,Tezos reward From Coinbase,,,,,,,,,,,,
01/31/2021 05:25:41,Buy,,0.00026492,BTC,0.00401769,10.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - mwk *****0519,10.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - mwk *****0519,0.99,USD,,
01/31/2021 16:46:02,Sell,,2881.61,USD,,,Imported Wallet - Voyager 2020-2021 Trades - USD,,,,1000.93000000,VGX,0.00900336,136.18,Imported Wallet - Voyager 2020-2021 Trades - VGX,,,,,,2745.43,
01/31/2021 16:47:29,Buy,,2881.62000000,USDC,2881.62000000,2881.62,Imported Wallet - Voyager 2020-2021 Trades - USDC,,,,2881.62,USD,,,Imported Wallet - Voyager 2020-2021 Trades - USD,,,,,,,
01/31/2021 16:48:24,Transfer,0xcf804bd237de794c380f5bd9031b7954d9a7aedb9617dc572cda3fc69c5378a3,2873.67000000,USDC,2873.67000000,,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,2873.67000000,USDC,7.95000000,,Imported Wallet - Voyager 2020-2021 Trades - USDC,,,,,,,
01/31/2021 16:56:39,Trade,0x0dda6bf381c0c3b5db4202dd984c2158714e61be7e969393c5eab71cab69469c,2149.69311520,POLS,2149.69311520,3197.87,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,,,,,,,,,,,,
01/31/2021 16:56:39,Trade,0x0dda6bf381c0c3b5db4202dd984c2158714e61be7e969393c5eab71cab69469c,,,,,,,,,2873.67000000,USDC,0.00000000,2873.67,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,,,-1.16,
01/31/2021 16:56:39,Trade,0x0dda6bf381c0c3b5db4202dd984c2158714e61be7e969393c5eab71cab69469c,,,,,,,,,0.00000000,ETH,1.86756137,0.00,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,0.02181557,ETH,0.00,
01/31/2021 16:58:19,Trade,,1544.34874900,USDC,1544.35416200,1544.35,Coinbase - USDC Wallet,,,Converted from Cosmos Using ATOM Wallet,196.62827900,ATOM,0.00000000,1010.93,Coinbase - ATOM Wallet,,,Converted from Cosmos Using ATOM Wallet,23.01079600,USDC,533.42,
01/31/2021 16:59:01,Transfer,0x83306341b353efcc7c243dd224c3f2f2a8d3581debec94cf1781ac17ca01d435,1538.21000000,USDC,1538.21000000,,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,1544.35032000,USDC,0.00384200,,Coinbase - USDC Wallet,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,Sent USD Coin To USD Coin address,6.14032000,USDC,,
01/31/2021 16:59:25,Trade,,6.45525300,AAVE,6.45525300,1966.88,Coinbase - AAVE Wallet,,,Converted to Aave Using UNI Wallet,106.61662793,UNI,200.47300294,405.33,Coinbase - UNI Wallet,,,Converted to Aave Using UNI Wallet,,,1561.55,
01/31/2021 17:04:47,Trade,0x421156995bc7db68b206f8b06e93ea9c96718b2f9e3a3ad8f66a8f03165ffe92,1098.99028438,POLS,3248.68339959,1634.85,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,,,,,,,,,,,,
01/31/2021 17:04:47,Trade,0x421156995bc7db68b206f8b06e93ea9c96718b2f9e3a3ad8f66a8f03165ffe92,,,,,,,,,1538.21000000,USDC,0.00000000,1538.21,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,,,-0.62,
01/31/2021 17:04:47,Trade,0x421156995bc7db68b206f8b06e93ea9c96718b2f9e3a3ad8f66a8f03165ffe92,,,,,,,,,0.00000000,ETH,1.86756137,0.00,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,0.01772422,ETH,0.00,
01/31/2021 20:24:54,Trade,0x7216b53ecfd7e238e84c4bfd15233604984c57c2838db35003d2e5b89a456f88,5000.00000000,USDC,5000.00000000,4997.99,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,,,,,,,,,,,,
01/31/2021 20:24:54,Trade,0x7216b53ecfd7e238e84c4bfd15233604984c57c2838db35003d2e5b89a456f88,,,,,,,,,2297.16741205,LYXe,2369.16700961,1093.15,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,,,4457.21,
01/31/2021 20:24:54,Trade,0x7216b53ecfd7e238e84c4bfd15233604984c57c2838db35003d2e5b89a456f88,,,,,,,,,0.00000000,ETH,1.86756137,0.00,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,0.02093910,ETH,0.00,
01/31/2021 20:26:39,Trade,,1000.72513800,USDC,1000.72898000,1000.73,Coinbase - USDC Wallet,,,Converted from The Graph Using GRT Wallet,1441.97530864,GRT,1560.27693321,492.02,Coinbase - GRT Wallet,,,Converted from The Graph Using GRT Wallet,14.91080500,USDC,508.71,
01/31/2021 20:28:05,Transfer,,996.91878400,USDC,996.91878400,,Binance US - USDC,0x80dbcdb481bab8573de1cab6c784d4620d830a23,,,1000.72898000,USDC,,,Coinbase - USDC Wallet,0x80dBcDB481BAb8573De1cAb6C784D4620D830A23,,Sent USD Coin To USD Coin address,3.81019600,USDC,,
01/31/2021 20:29:25,Send,dae8406987f2a199f814a7e26498d886ac8657aeef7ac2fdc6a44d9e9580a998,,,,,,,,,0.00000000,ETH,1.86756137,0.00,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,0.00448589,ETH,0.00,
01/31/2021 20:30:23,Trade,0xd4b150474e6cd24b18b4aa7f3362018517018f469caa1b1fcbf51647c40d68ee,1500.00000000,USDC,6500.00000000,1499.40,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,,,,,,,,,,,,
01/31/2021 20:30:23,Trade,0xd4b150474e6cd24b18b4aa7f3362018517018f469caa1b1fcbf51647c40d68ee,,,,,,,,,1074.85218396,POLS,2173.83121563,1598.95,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,,,0.00,
01/31/2021 20:30:23,Trade,0xd4b150474e6cd24b18b4aa7f3362018517018f469caa1b1fcbf51647c40d68ee,,,,,,,,,0.00000000,ETH,1.86756137,0.00,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,0.01674733,ETH,0.00,
01/31/2021 20:34:12,Transfer,0x3cb81b4be146b9b2c82482934fe69770f4d033f232d3331ad4712eb7c1e94434,5500.00000000,USDC,6496.91878400,,Binance US - USDC,0x80dbcdb481bab8573de1cab6c784d4620d830a23,,,5500.00000000,USDC,1000.00000000,,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,0.00452205,ETH,,
01/31/2021 20:36:25,Sell,,996.81,USD,,,Binance US - USD,,,,996.91000000,USDC,5500.00878400,996.91,Binance US - USDC,,,,1.00,USD,-0.10,
01/31/2021 20:39:41,Sell,,5499.45,USD,,,Binance US - USD,,,,5500.00000000,USDC,0.00878400,5497.79,Binance US - USDC,,,,5.50,USD,1.66,
01/31/2021 20:40:46,Buy,,3335.30000000,ADA,51625.40000000,1146.34,Binance US - ADA,,,,1146.34,USD,,,Binance US - USD,,,,3.33530000,ADA,,
01/31/2021 20:40:46,Buy,,555.00000000,ADA,52180.40000000,190.75,Binance US - ADA,,,,190.75,USD,,,Binance US - USD,,,,0.55500000,ADA,,
01/31/2021 20:40:46,Buy,,3296.20000000,ADA,55476.60000000,1132.90,Binance US - ADA,,,,1132.90,USD,,,Binance US - USD,,,,3.29620000,ADA,,
01/31/2021 20:40:46,Buy,,153.80000000,ADA,55630.40000000,52.88,Binance US - ADA,,,,52.88,USD,,,Binance US - USD,,,,0.15380000,ADA,,
01/31/2021 20:40:46,Buy,,2909.30000000,ADA,58539.70000000,1000.51,Binance US - ADA,,,,1000.51,USD,,,Binance US - USD,,,,2.90930000,ADA,,
01/31/2021 20:40:46,Buy,,5586.00000000,ADA,64125.70000000,1921.58,Binance US - ADA,,,,1921.58,USD,,,Binance US - USD,,,,5.58600000,ADA,,
01/31/2021 20:40:46,Buy,,88.90000000,ADA,64214.60000000,30.58,Binance US - ADA,,,,30.58,USD,,,Binance US - USD,,,,0.08890000,ADA,,
01/31/2021 20:51:09,Trade,,518.92191000,USDT,523.03191570,518.71,Gate.io - USDT,,,,8.16300000,EGLD,42.20000000,340.73,Gate.io - EGLD,,,,0.85622115,USDT,177.98,
01/31/2021 20:51:44,Trade,,164.55802465,USDT,687.58994035,167.57,Gate.io - USDT,,,,1365.74010000,OM,15195.36526020,105.63,Gate.io - OM,,,,0.27152074,USDT,61.94,
01/31/2021 20:51:44,Trade,,130.92225313,USDT,818.51219348,133.32,Gate.io - USDT,,,,1086.58190000,OM,14108.78336020,83.79,Gate.io - OM,,,,0.21602172,USDT,49.53,
01/31/2021 20:51:45,Trade,,112.48951220,USDT,931.00170568,114.55,Gate.io - USDT,,,,933.60040000,OM,13175.18296020,71.99,Gate.io - OM,,,,0.18560770,USDT,42.55,
01/31/2021 20:51:58,Trade,,681.02541000,USDT,1612.02711568,680.74,Gate.io - USDT,,,,10.71300000,EGLD,31.48700000,447.17,Gate.io - EGLD,,,,1.12369193,USDT,233.58,
01/31/2021 20:52:06,Trade,,94.42293426,USDT,1706.45004994,96.33,Gate.io - USDT,,,,785.09133000,OM,12390.09163020,60.47,Gate.io - OM,,,,0.15579784,USDT,35.85,
01/31/2021 20:53:04,Trade,,54.46391831,USDT,1760.91396825,55.56,Gate.io - USDT,,,,452.84708000,OM,11937.24455020,34.82,Gate.io - OM,,,,0.08986547,USDT,20.74,
01/31/2021 20:55:20,Trade,,36.03860802,USDT,1796.95257627,36.80,Gate.io - USDT,,,,299.94680000,OM,11637.29775020,23.07,Gate.io - OM,,,,0.05946370,USDT,13.74,
01/31/2021 20:58:02,Trade,,89.87058360,USDT,1886.82315987,91.89,Gate.io - USDT,,,,748.92153000,OM,10888.37622020,57.59,Gate.io - OM,,,,0.15727352,USDT,34.30,
01/31/2021 20:58:02,Trade,,437.55497640,USDT,2324.37813627,447.38,Gate.io - USDT,,,,3646.29147000,OM,7242.08475020,280.40,Gate.io - OM,,,,0.76572121,USDT,166.98,
01/31/2021 20:59:02,Trade,,527.42556000,USDT,2851.80369627,539.26,Gate.io - USDT,,,,4395.21300000,OM,2846.87175020,302.57,Gate.io - OM,,,,0.92299473,USDT,236.69,
01/31/2021 21:13:51,Trade,,1164.80400000,ADA,1164.80400000,397.97,Gate.io - ADA,,,,398.01352680,USDT,2453.79016947,407.34,Gate.io - USDT,,,,2.03840700,ADA,-9.36,
01/31/2021 21:13:51,Trade,,50.00300000,ADA,1214.80700000,17.08,Gate.io - ADA,,,,17.08602510,USDT,2436.70414437,17.47,Gate.io - USDT,,,,0.08750525,ADA,-0.39,
01/31/2021 21:13:51,Trade,,1525.37500000,ADA,2740.18200000,521.47,Gate.io - ADA,,,,521.52571250,USDT,1915.17843187,533.23,Gate.io - USDT,,,,2.66940625,ADA,-11.76,
01/31/2021 21:13:51,Trade,,1203.81800000,ADA,3944.00000000,411.54,Gate.io - ADA,,,,411.58537420,USDT,1503.59305767,420.00,Gate.io - USDT,,,,2.10668150,ADA,-8.46,
01/31/2021 23:09:13,Trade,,9.99900000,ADA,3953.99900000,3.48,Gate.io - ADA,,,,3.48065190,USDT,1500.11240577,3.54,Gate.io - USDT,,,,0.01649835,ADA,-0.06,
01/31/2021 23:09:53,Trade,,1500.35600000,ADA,5454.35500000,522.22,Gate.io - ADA,,,,522.27392360,USDT,977.83848217,527.67,Gate.io - USDT,,,,2.47558740,ADA,-5.45,
01/31/2021 23:09:53,Trade,,426.00000000,ADA,5880.35500000,148.28,Gate.io - ADA,,,,148.29060000,USDT,829.54788217,148.23,Gate.io - USDT,,,,0.70290000,ADA,0.05,
01/31/2021 23:09:58,Trade,,284.00000000,ADA,6164.35500000,98.85,Gate.io - ADA,,,,98.86040000,USDT,730.68748217,98.82,Gate.io - USDT,,,,0.46860000,ADA,0.03,
01/31/2021 23:09:59,Trade,,2071.51500000,ADA,8235.87000000,721.02,Gate.io - ADA,,,,721.09437150,USDT,9.59311067,720.79,Gate.io - USDT,,,,3.41799975,ADA,0.23,
02/01/2021 05:56:42,Buy,,0.00026503,BTC,0.00428272,10.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - mwk *****0519,10.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - mwk *****0519,0.99,USD,,
02/01/2021 07:35:41,Trade,,0.76483592,BTC,0.76911864,25783.17,Coinbase - BTC Wallet,,,Converted from Ethereum Using ETH Wallet,19.99643000,ETH,0.00000000,24582.22,Coinbase - ETH Wallet,,,Converted from Ethereum Using ETH Wallet,,,1200.95,
02/01/2021 07:44:27,Transfer,,0.20000000,BTC,0.23076056,,Imported Wallet - ByBit 2020-2021 Trades w/ Loss - BTC,,,,0.20004091,BTC,0.56907773,,Coinbase - BTC Wallet,1781uk8Mbu18B2Cgzg8LYqEUuHgqHunRGn,,Sent Bitcoin To Bitcoin address,0.00004091,BTC,,
02/01/2021 07:44:41,Transfer,0xc80e84d7222c597864a0f1fa00a76fedc712de5dbfcbfeef416f0bb8fa4ceb1c,1000.00000000,USDC,1000.00000000,,Coinbase - USDC Wallet,,,Received USD Coin From USD Coin address,1000.00000000,USDC,,,ETH Wallet ...919506 - ETH,0xA85a476D0b3d1D2EB76fA02b47d3BB5e45919506,,,0.00386829,ETH,,
02/01/2021 21:54:15,Trade,,13.95845242,ETH,13.95845242,18484.41,Coinbase - ETH Wallet,,,Converted to Ethereum Using BTC Wallet,0.56907773,BTC,0.00000000,19191.99,Coinbase - BTC Wallet,,,Converted to Ethereum Using BTC Wallet,,,-707.58,
02/01/2021 23:18:04,Receive,,0.35320700,ATOM,0.35320700,3.10,Coinbase - ATOM Wallet,,,Cosmos reward From Coinbase,,,,,,,,,,,,
02/02/2021 00:06:00,Sell,,0.00,USD,,,Imported Wallet - ByBit 2020-2021 Trades w/ Loss - USD,,,,0.02769969,BTC,0.20306087,933.78,Imported Wallet - ByBit 2020-2021 Trades w/ Loss - BTC,,,,,,-933.78,
02/02/2021 06:22:54,Buy,,0.00026361,BTC,0.00026361,10.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - mwk *****0519,10.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - mwk *****0519,0.99,USD,,
02/02/2021 07:55:44,Trade,,2.22183815,ETH,1.23653905,3268.16,Imported Wallet - ByBit 2020-2021 Trades w/ Loss - ETH,,,,0.09212372,BTC,0.11093715,3106.67,Imported Wallet - ByBit 2020-2021 Trades w/ Loss - BTC,,,,,,161.49,
02/02/2021 09:36:42,Receive,,0.03624500,XTZ,102.27666800,0.10,Coinbase - XTZ Wallet,,,Tezos reward From Coinbase,,,,,,,,,,,,
02/02/2021 09:41:55,Trade,,2.25297551,ETH,3.48951456,3268.16,Imported Wallet - ByBit 2020-2021 Trades w/ Loss - ETH,,,,0.09212382,BTC,0.01881333,2835.59,Imported Wallet - ByBit 2020-2021 Trades w/ Loss - BTC,,,,,,432.57,
02/02/2021 11:36:09,Transfer,,3.00000000,ETH,6.48951456,,Imported Wallet - ByBit 2020-2021 Trades w/ Loss - ETH,,,,3.00306600,ETH,10.95538642,,Coinbase - ETH Wallet,0x3B9A62F430bdB1F8f5599A53a938964C68383842,,Sent Ethereum To Ethereum address,0.00306600,ETH,,
02/02/2021 13:09:42,Receive,,0.00758100,USDC,1000.00758100,0.01,Coinbase - USDC Wallet,,,USD Coin reward From Coinbase,,,,,,,,,,,,
02/02/2021 21:18:14,Send,,,,,,,,,,0.11000000,ETH,6.37951456,161.80,Imported Wallet - ByBit 2020-2021 Trades w/ Loss - ETH,,,,,,4.34,
